WIDTH 801
#################################################################################################################################################################################################################################################################################################    ###########################################################################################        #########################################################################################################################################################################################################################################################################################################################################################################################################################
################################################################################################################################################################################################################################################################################################    ###############################################################################################        ######################################################################################################################################################################################################################################################################################################################################################################################################################
###############################################################################################################################################################################################################################################################################################    ##################################################################################################        ####################################################################################################################################################################################################################################################################################################################################################################################################################
###############################################################################################################################################################################################################################################################################################   ######################################################################################################        #################################################################################################################################################################################################################################################################################################################################################################################################################
##############################################################################################################################################################################################################################################################################################    ########################################################################################################        ###############################################################################################################################################################################################################################################################################################################################################################################################################
#############################################################################################################################################################################################################################################################################################    ############################################################################################################       #############################################################################################################################################################################################################################################################################################################################################################################################################
############################################################################################################################################################################################################################################################################################    ###############################################################################################################        ###########################################################################################################################################################################################################################################################################################################################################################################################FFF############
############################################################################################################################################################################################################################################################################################    #################################################################################################################        #########################################################################################################################################################################################################################################################################################################################################################################################FFF############
############################################################################################################################################################################################################################################################################################   #####################################################################################################################        #####################################################################################################################################################################################################################################################################################################################################################################################FFFF############
###########################################################################################################################################################################################################################################################################################    #######################################################################################################################        ##################################################################################################################################################################################################################################################################################################################################################################################FFFF#############
##########################################################################################################################################################################################################################################################################################    ###########################################################################################################################       ###############################################################################################################################################################################################################################################################################################################################################################################FFFF##############
##########################################################################################################################################################################################################################################################################################   ##############################################################################################################################       ############################################################################################################################################################################################################################################################################################################################################################################FFFF###############
#########################################################################################################################################################################################################################################################################################    ################################################################################################################################        ########################################################################################################################################################################################################################################################################################################################################################################FFFF################
#########################################################################################################################################################################################################################################################################################   ###################################################################################################################################        #####################################################################################################################################################################################################################################################################################################################################################################FFFF#################
########################################################################################################################################################################################################################################################################################    ######################################################################################################################################       ##################################################################################################################################################################################################################################################################################################################################################################FFFF##################
#######################################################################################################################################################################################################################################################################################    #########################################################################################################################################       ###############################################################################################################################################################################################################################################################################################################################################################FFFF###################
#######################################################################################################################################################################################################################################################################################   ############################################################################################################################################        ###########################################################################################################################################################################################################################################################################################################################################################FFFF####################
######################################################################################################################################################################################################################################################################################    ###############################################################################################################################################       ########################################################################################################################################################################################################################################################################################################################################################FFFF#####################
######################################################################################################################################################################################################################################################################################   ##################################################################################################################################################       #####################################################################################################################################################################################################################################################################################################################################################FFFF######################
#####################################################################################################################################################################################################################################################################################    ####################################################################################################################################################       ##################################################################################################################################################################################################################################################################################################################################################FFFF#######################
####################################################################################################################################################################################################################################################################################    #######################################################################################################################################################       ###############################################################################################################################################################################################################################################################################################################################################FFFF########################
####################################################################################################################################################################################################################################################################################   ##########################################################################################################################################################        ###########################################################################################################################################################################################################################################################################################################################################FFFF#########################
###################################################################################################################################################################################################################################################################################    #############################################################################################################################################################       ########################################################################################################################################################################################################################################################################################################################################FFFF##########################
###################################################################################################################################################################################################################################################################################   ################################################################################################################################################################       #####################################################################################################################################################################################################################################################################################################################################FFFF###########################
##################################################################################################################################################################################################################################################################################    ##################################################################################################################################################################       ##################################################################################################################################################################################################################################################################################################################################FFFF############################
##################################################################################################################################################################################################################################################################################   #####################################################################################################################################################################       ###############################################################################################################################################################################################################################################################################################################################FFFF#############################
#################################################################################################################################################################################################################################################################################   ########################################################################################################################################################################        ###########################################################################################################################################################################################################################################################################################################################FFFF##############################
################################################################################################################################################################################################################################################################################    ###########################################################################################################################################################################       ########################################################################################################################################################################################################################################################################################################################FFFF###############################
################################################################################################################################################################################################################################################################################   ##############################################################################################################################################################################       #####################################################################################################################################################################################################################################################################################################################FFFF################################
###############################################################################################################################################################################################################################################################################    ################################################################################################################################################################################       ##################################################################################################################################################################################################################################################################################################################FFFF#################################
###############################################################################################################################################################################################################################################################################   ###################################################################################################################################################################################       ###############################################################################################################################################################################################################################################################################################################FFFF##################################
##############################################################################################################################################################################################################################################################################    ######################################################################################################################################################################################       ##########################################################################################################################################################################################################################################################################################################FFFFF###################################
##############################################################################################################################################################################################################################################################################   #########################################################################################################################################################################################       #######################################################################################################################################################################################################################################################################################################FFFFF####################################
#############################################################################################################################################################################################################################################################################   ############################################################################################################################################################################################       ####################################################################################################################################################################################################################################################################################################FFFFF#####################################
#############################################################################################################################################################################################################################################################################   ##############################################################################################################################################################################################        ################################################################################################################################################################################################################################################################################################FFFFF######################################
############################################################################################################################################################################################################################################################################   ##################################################################################################################################################################################################       #############################################################################################################################################################################################################################################################################################FFFF########################################
###########################################################################################################################################################################################################################################################################    ####################################################################################################################################################################################################       #########################################################################################################################################################################################################################################################################################FFFFF#########################################
###########################################################################################################################################################################################################################################################################   #######################################################################################################################################################################################################       ######################################################################################################################################################################################################################################################################################FFFFF##########################################
##########################################################################################################################################################################################################################################################################    #########################################################################################################################################################################################################        ##################################################################################################################################################################################################################################################################################FFFFF###########################################
##########################################################################################################################################################################################################################################################################   #############################################################################################################################################################################################################       ###############################################################################################################################################################################################################################################################################FFFF#############################################
#########################################################################################################################################################################################################################################################################    ###############################################################################################################################################################################################################       ###########################################################################################################################################################################################################################################################################FFFFF##############################################
#########################################################################################################################################################################################################################################################################   ##################################################################################################################################################################################################################        #######################################################################################################################################################################################################################################################################  FFF###############################################
########################################################################################################################################################################################################################################################################   #####################################################################################################################################################################################################################        ####################################################################################################################################################################################################################################################################    F################################################
########################################################################################################################################################################################################################################################################   ########################################################################################################################################################################################################################        ###############################################################################################################################################################################################################################################################     ##################################################
#######################################################################################################################################################################################################################################################################   ###########################################################################################################################################################################################################################        ############################################################################################################################################################################################################################################################     ###################################################
######################################################################################################################################################################################################################################################################    #############################################################################################################################################################################################################################        ########################################################################################################################################################################################################################################################      ####################################################
######################################################################################################################################################################################################################################################################   #################################################################################################################################################################################################################################        ####################################################################################################################################################################################################################################################     ######################################################
#####################################################################################################################################################################################################################################################################    ###################################################################################################################################################################################################################################        ################################################################################################################################################################################################################################################      #######################################################
#####################################################################################################################################################################################################################################################################   #######################################################################################################################################################################################################################################        ############################################################################################################################################################################################################################################      ########################################################
####################################################################################################################################################################################################################################################################    #########################################################################################################################################################################################################################################        ########################################################################################################################################################################################################################################      ##########################################################
####################################################################################################################################################################################################################################################################   #############################################################################################################################################################################################################################################        ####################################################################################################################################################################################################################################     ############################################################
###################################################################################################################################################################################################################################################################    ###############################################################################################################################################################################################################################################        ################################################################################################################################################################################################################################      #############################################################
###################################################################################################################################################################################################################################################################   ###################################################################################################################################################################################################################################################        ############################################################################################################################################################################################################################     ###############################################################
##################################################################################################################################################################################################################################################################    #####################################################################################################################################################################################################################################################         #######################################################################################################################################################################################################################      ################################################################
##################################################################################################################################################################################################################################################################   #########################################################################################################################################################################################################################################################        ###################################################################################################################################################################################################################      ##################################################################
#################################################################################################################################################################################################################################################################   ############################################################################################################################################################################################################################################################         ###############################################################################################################################################################################################################      ###################################################################
################################################################################################################################################################################################################################################################    ###############################################################################################################################################################################################################################################################         ##########################################################################################################################################################################################################      #####################################################################
################################################################################################################################################################################################################################################################   ###################################################################################################################################################################################################################################################################        ######################################################################################################################################################################################################      #######################################################################
###############################################################################################################################################################################################################################################################    #####################################################################################################################################################################################################################################################################         #################################################################################################################################################################################################      #########################################################################
###############################################################################################################################################################################################################################################################   #########################################################################################################################################################################################################################################################################         ############################################################################################################################################################################################       ##########################################################################
##############################################################################################################################################################################################################################################################    ############################################################################################################################################################################################################################################################################         #######################################################################################################################################################################################       ############################################################################
##############################################################################################################################################################################################################################################################   ################################################################################################################################################################################################################################################################################         ##################################################################################################################################################################################       ##############################################################################
#############################################################################################################################################################################################################################################################    ##################################################################################################################################################################################################################################################################################          #############################################################################################################################################################################       ################################################################################
#############################################################################################################################################################################################################################################################   #######################################################################################################################################################################################################################################################################################         ########################################################################################################################################################################       ##################################################################################
############################################################################################################################################################################################################################################################   ###########################################################################################################################################################################################################################################################################################         ##################################################################################################################################################################        ####################################################################################
###########################################################################################################################################################################################################################################################    ##############################################################################################################################################################################################################################################################################################          ############################################################################################################################################################       #######################################################################################
###########################################################################################################################################################################################################################################################   ##################################################################################################################################################################################################################################################################################################          ######################################################################################################################################################        #########################################################################################
##########################################################################################################################################################################################################################################################    #####################################################################################################################################################################################################################################################################################################           ################################################################################################################################################        ###########################################################################################
##########################################################################################################################################################################################################################################################   #########################################################################################################################################################################################################################################################################################################           ##########################################################################################################################################         #############################################################################################
#########################################################################################################################################################################################################################################################   ##############################################################################################################################################################################################################################################################################################################           ###################################################################################################################################         ################################################################################################
########################################################################################################################################################################################################################################################    #################################################################################################################################################################################################################################################################################################################            ############################################################################################################################         ###################################################################################################
########################################################################################################################################################################################################################################################   ######################################################################################################################################################################################################################################################################################################################            #####################################################################################################################          #####################################################################################################
#######################################################################################################################################################################################################################################################    #########################################################################################################################################################################################################################################################################################################################              ############################################################################################################           ########################################################################################################
#######################################################################################################################################################################################################################################################   ##############################################################################################################################################################################################################################################################################################################################              #####################################################################################################           ###########################################################################################################
######################################################################################################################################################################################################################################################   ####################################################################################################################################################################################################################################################################################################################################              ############################################################################################           ###############################################################################################################
#####################################################################################################################################################################################################################################################    ########################################################################################################################################################################################################################################################################################################################################                #################################################################################             ##################################################################################################################
#####################################################################################################################################################################################################################################################   ##############################################################################################################################################################################################################################################################################################################################################                 ######################################################################              ######################################################################################################################
####################################################################################################################################################################################################################################################    ###################################################################################################################################################################################################################################################################################################################################################                   ########################################################                 ##########################################################################################################################
###################################################################################################################################################################################################################################################    ##########################################################################################################################################################################################################################################################################################################################################################                       #####################################                     ###############################################################################################################################
###################################################################################################################################################################################################################################################   #################################################################################################################################################################################################################################################################################################################################################################                                                                      ####################################################################################################################################
##################################################################################################################################################################################################################################################    ########################################################################################################################################################################################################################################################################################################################################################################                                                        ###########################################################################################################################################
#################################################################################################################################################################################################################################################    ####################################################################################################################################################################################################################################################################################################################################################################################                                    ####################################################################################################################################################
#################################################################################################################################################################################################################################################   #############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
################################################################################################################################################################################################################################################    #############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
###############################################################################################################################################################################################################################################    ##############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##############################################################################################################################################################################################################################################    ###############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##############################################################################################################################################################################################################################################   ################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#############################################################################################################################################################################################################################################    ################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
############################################################################################################################################################################################################################################    #################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
###########################################################################################################################################################################################################################################    ##################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##########################################################################################################################################################################################################################################    ###################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#########################################################################################################################################################################################################################################    ####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
########################################################################################################################################################################################################################################    #####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#######################################################################################################################################################################################################################################     #####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
######################################################################################################################################################################################################################################     ######################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
###############                   ###################################################################################################################################################################################################     #######################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
###############         S               ############################################################################################################################################################################################     ########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
###############                               #####################################################################################################################################################################################    ##########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##################################                 ###############################################################################################################################################################################    ###########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
########################################                 #######################################################################################################################################################################     ############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#############################################                  ################################################################################################################################################################     #############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
###################################################                 ##########################################################################################################################################################     ##############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#########################################################                 ##################################################################################################################################################     ################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##############################################################                  ##########################################################################################################################################      #################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################                   #################################################################################################################################       ##################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##########################################################################                   ##########################################################################################################################      ####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
################################################################################                    ################################################################################################################       ######################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#######################################################################################                   #######################################################################################################        ########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#############################################################################################                     #############################################################################################        ##########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
####################################################################################################                      #################################################################################          ############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##########################################################################################################                        #####################################################################           ###############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##################################################################################################################                         ######################################################              ##################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##########################################################################################################################                              #################################                  ######################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
##################################################################################################################################                                                                      #########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
############################################################################################################################################                                                      ###############################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
########################################################################################################################################################                                 ########################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
#################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################################
